"gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","pvalue","parameter_name","analysis_id"
"MGI:1336186","Agpat3","C57BL","Early adult","IMPC_HEM_029_001","0.9817299","Neutrophil differential count","02ecq65wb66fs7t"
"MGI:108420","Nfe2l2","C57BL","Early adult","IMPC_OFD_018_001","0.1164833","Latency to center entry","02ev91mjc9uoy80"
"MGI:98446","Med22","C57BL","Early adult","ESLIM_013_001_001","0.5681417","Eye","02f74s353t262w9"
"MGI:1917565","Hdac8","C53BL","Early adult","IMPC_CBC_013_001","0.520736","Alanine aminotransferase","02f8v78ug4iu3s8"
"MGI:97525","Pde6b","C3H","Early adult","IMPC_ABR_008_001","0.2304354","18kHz-evoked ABR Threshold","02f92wu0h5e9b3n"
"MGI:1341868","Rfc2","C57BL","Early adult","IMPC_OFD_007_001","0.5881976","Whole arena resting time","02h39ujo9m5034b"
"MGI:1890127","Plxnc1","C57BL","Early adult","CCP_XRY_018_001","0.6662443","Shape of vertebrae","02h8b7g98806t5q"
"MGI:1196295","Ptpn20","C57BL","Early adult","MGP_CSD_068_001","0.8401344","Vibrissae","02ie4j38zb1gfj4"
"MGI:1196295","Ptpn20","C57BL","Early adult","HRWLLA_CBC_011_001","0.9449572","Iron","02iqasj9e5ze097"
"MGI:107634","Larp7","C57BL","Early adult","GMC_906_001_021","0.7814663","Uric acid","02kr74h2160en2d"
"MGI:108420","Nfe2l2","C57BL","Early adult","IMPC_CBC_008_001","1.762133e-05","Total bilirubin","02l193yql24q2c6"
"MGI:107536","Lgals4","C57BL","Early adult","IMPC_HEM_035_001","0.1452537","Eosinophil differential count","02l98jv2693nab9"
"MGI:1915349","Cibar1","C57BL","Early adult","IMPC_CBC_012_001","0.2188931","Aspartate aminotransferase","02lozcqvf382782"
"MGI:2684916","Ppp1r36","C57BL","Early adult","IMPC_DXA_008_001","0.6103822","Lean/Body weight","02m5782466z9369"
"MGI:1918252","Mex3b","C57BL","Early adult","ESLIM_011_001_001","0.4092587","BN startle magnitude","02ny76ih2i8227r"
"MGI:1925836","Srbd1","C57BL","Early adult","IMPC_HEM_006_001","0.3296998","Mean corpuscular hemoglobin","02qc540dv5074o4"
"MGI:1099431","Sptlc1","C57BL","Late adult","IMPC_CBC_002_001","0.5009424","Potassium","02qr863vm949p5u"
"MGI:1099431","SPTLC1","C57BL","Early adult","IMPC_OFD_018_001","0.7567328","Latency to center entry","02swo642zvl43w2"
"MGI:104859","Selenbp2","C57BL","Early adult","IMPC_HEM_002_001","0.3577612","Red blood cell count","02t0p56730y88n3"
"MGI:1276533","Ncoa2","C57BL","E18.5","HRWLLA_CSD_033_001","0.703301","Gait","02t1w4g5g41xl38"
"MGI:1913687","Fis1","C57BL","Early adult","MGP_CSD_068_001","0.8018666","Vibrissae","02tnyj2ny15c8b9"
"MGI:2384959","Cybc1","C57BL","Early adult","IMPC_HEM_007_001","0.5523054","Mean cell hemoglobin concentration","02tw142fqx4g722"
"MGI:3648212","Klhdc7b","C57BL","Middle aged adult","IMPC_XRY_012_001","0.2587954","Pelvis","02v789e2xyaqg63"
"MGI:1920723","Iws1","C57BL","E12.5","GMC_905_001_008","0.1592235","Mean corpuscular hemoglobin concentration","02v977419frj25b"
"MGI:1277143","Gtf2h3","C57BL","Early adult","GMC_906_001_016","0.125205","Alpha-amylase","02w8u4i43l02009"
"MGI:2141917","Prkd2","C57BL","Early adult","IMPC_ABR_004_001","0.4639429","6kHz-evoked ABR Threshold","02w99710j3m1lnb"
"MGI:2146468","Urb1","C57BL","E9.5","MGP_CSD_027_001","0.32171","Ventral coat/hair colour pattern","02wqh986w4ady25"
"MGI:1099431","Sptlc1","C57BL","Middle aged adult","IMPC_CBC_009_001","0.3959745","Calcium","02x865i3z758z74"
"MGI:102849","Klkb1","C57BL","Early adult","IMPC_HEM_002_001","0.3954711","Red blood cell count","02xm9kjd8503t61"
"MGI:2685335","Mctp2","C57BL","Early adult","GMC_905_001_008","0.6866778","Mean corpuscular hemoglobin concentration","02zl99o2600124o"
"MGI:1917036","Tprkb","C57BL","Early adult","HRWLLA_HEM_035_001","0.8934535","Eosinophil differential count","030fro8sq5c6wqc"
"MGI:1923012","Aftph","C57BL","E18.5","IMPC_CBC_004_001","0.6478232","Urea (Blood Urea Nitrogen - BUN)","030ibim47933fx3"
"MGI:1353578","Pttg1","C57BL","Early adult","HRWLLA_OFD_050_001","0.6501554","Percentage center movement time","030ifm459i488ri"
"MGI:3648212","Klhdc7b","C57BL","Early adult","HRWLLA_OFD_020_001","0.443371","Distance travelled - total","031gc23yozw0ito"
"MGI:1196295","Ptpn20","C57BL","Early adult","TCP_CHL_078_001","0.9934782","12.5 Mch Expiratory time","0338m3u0ltxf1gi"
"MGI:1917036","Tprkb","C57BL","E9.5","IMPC_HEM_037_001","0.1970261","Basophil cell count","033o02s42lof9aj"
"MGI:1925836","Srbd1","C57BL","Early adult","JAXLA_CSD_013_001","0.2280645","Coat - hair distribution - abdomen","033q1xgm39fm0vl"
"MGI:1925836","Srbd1","C57BL","Middle aged adult","ESLIM_015_001_010","0.7375869","Phosphorus","0344r035rm21t9j"
"MGI:1917565","Hdac8","C57BL","Early adult","IMPC_CSD_028_001","0.1380381","Snout size","0345yl5089nf9mw"
"MGI:2442708","Pheta1","C57BL","Early adult","GMC_905_001_007","0.3914467","Mean corpuscular hemoglobin","034924d5n1757e4"
"MGI:1915349","Cibar1","C57BL","Early adult","TCP_CHL_058_001","0.3683474","12.5 Mch Tidal volume","034xft3ht94jad8"
"MGI:2442910","Niban2","C57BL","Early adult","IMPC_IPG_010_001","0.7358503","Fasted blood glucose concentration","03528ffid35ea7s"
"MGI:99502","0356584uolmb17r","C57BL","IMPC_OFD_007_001","Early adult","Ltbp2","Whole arena resting time","0.129436"
"MGI:3648212","Klhdc7b","C57BL","Early adult","GMC_906_001_016","0.9717448","Alpha-amylase","0356n8ozx8x078m"
"MGI:1925836","Srbd1","C57BL","Middle aged adult","MGP_CSD_026_001","0.3847796","Ventral coat/hair colour","0361k82zj2z88v9"
"MGI:1913591","Eid3","C57BL","Early adult","IMPC_CBC_013_001","0.3825136","Alanine aminotransferase","0368ans49o256k7"
"MGI:1914815","Gramd2b","C57BL","Late adult","ESLIM_015_001_016","0.2237033","Alpha-amylase","0376836913j3tmf"
"MGI:2444308","Atg4d","C57BL","Early adult","IMPC_HEM_004_001","0.1096546","Hematocrit","03795494p4o4seb"
"MGI:3040687","Spag6","C57BL","Early adult","MGP_PBI_036_001","0.7749767","Monocyte number","0379p474b822736"
"MGI:1915349","Cibar1","C57BL","Early adult","IMPC_XRY_012_001","0.8354658","Pelvis","038187h3g035roa"
"MGI:1914109","Slc16a9","C57BL","Early adult","IMPC_DXA_002_001","0.713763","Fat mass","0390194z1526o3z"
"MGI:1914815","Gramd2b","C57BL","Early adult","IMPC_XRY_012_001","0.4697975","Pelvis","0393vokre97ht19"
"MGI:1344333","Mid2","C57BL",NA,"HRWLLA_OFD_009_001","0.3459006","Whole arena average speed","0394fs17g35u0ju"
"MGI:2441932","Prepl","C57BL","Early adult","IMPC_CSD_007_001","0.483417","Coat - color - abdomen","0398043347v878j"
"MGI:2682314","Zc3h4","C57BL","E9.5","JAX_OFD_009_001","0.826184","Whole arena average speed","039h1wxb8k42826"
"MGI:96958","Golga3","C57BL","Early adult","JAX_LDT_003_001","0.3009933","Time mobile light side","039l1l7o90zd647"
"MGI:1922248","Rab11fip2","C57BL","Early adult","IMPC_CSD_010_001","0.2772816","Coat - color pattern - abdomen","03a0q3n79m142z1"
"MGI:2441932","Prepl","C57BL","Early adult","IMPC_CBC_010_001","0.1204926","Phosphorus","03b37744485ce66"
"MGI:3037818","Cxcl3","C57BL","Early adult","HRWLLA_CBC_011_001","0.4657572","Iron","03b60c5d061vzz8"
"MGI:2684916","Ppp1r36","C57BL","Early adult","IMPC_CBC_005_001","0.3646908","Creatinine","03b6y73p3yj0lqz"
"MGI:1101781","Elf3","C57BL","Early adult","IMPC_DXA_004_001","0.2834787","Bone Mineral Density (excluding skull)","03b799w05854j5v"
"MGI:96441","Igfbp6","C57BL","Early adult","IMPC_CSD_033_001","0.950973","Gait","03c6rb9928daz5v"
"MGI:3644593","Klhl33","C57BL","Early adult","JAXLA_CSD_077_001","0.964943","Contact righting","03c72d9q2j43byt"
"MGI:1344333","Mid2","C57BL",NA,"IMPC_ABR_006_001","0.2459504","12kHz-evoked ABR Threshold","03dz4g0mf65n72l"
"MGI:1349438","Mprip","C57BL","E9.5","M-G-P_025_001_014","0.7302945","Alanine aminotransferase","03e9v5050l5sk1h"
"MGI:1925836","Srbd1","C57BL","E9.5","MGP_PBI_036_001","0.2702573","Monocyte number","03g3f93gu901n4x"
"MGI:1927204","Gosr2","C57BL","Early adult","HRWLLA_CBC_004_001","0.7768617","Urea (Blood Urea Nitrogen - BUN)","03gi4907i35tx66"
"MGI:2685830","Nsl1","C57BL","E9.5","HRWLLA_OFD_050_001","0.4165453","Percentage center movement time","03hj11h33vx340a"
"MGI:1915383","Gcsh","C57BL","Early adult","IMPC_ABR_006_001","0.5756045","12kHz-evoked ABR Threshold","03ioeo7965dy862"
"MGI:2682314","Zc3h4","C57BL","E9.5","IMPC_DXA_005_001","0.5854096","Bone Mineral Content (excluding skull)","03k267qh266b280"
"MGI:1914243","Smarcd3","C57BL","e18.5","IMPC_OFD_050_001","0.268533","Percentage center movement time","03k678qe5gx76ed"
"MGI:1923760","Trappc9","C57BL","Early adult","MGP_CSD_027_001","0.7132356","Ventral coat/hair colour pattern","03k9433s814l0ec"
"MGI:1925836","Srbd1","C57BL","E9.5","IMPC_EYE_092_001","0.3790212","Retina (combined)","03l74ol49co8cg7"
"MGI:1913591","Eid3","C57BL","Early adult","IMPC_ACS_006_001","0.961926","Response amplitude - S","03mhl8a65c512u3"
"MGI:2685335","Mctp2","C57BL","Early adult","GMC_906_001_005","0.9794884","Potassium","03mmpjui2k649yx"
"MGI:1932115","Papolb","C57BL","Early adult","IMPC_XRY_018_001","0.5352563","Shape of vertebrae","03n75ng531ppgy9"
"MGI:1929691","Slc15a3","C57BL","Early adult","IMPC_OFD_050_001","0.2691424","Percentage center movement time","03o2ya2y7u7599g"
"MGI:2146785","Gpsm3","C57BL","Early adult","HRWLLA_OFD_050_001","0.5283579","Percentage center movement time","03oqy7q74h20elx"
"MGI:2685830","Nsl1","C57BL","Early adult","ESLIM_015_001_002","1.290802","Urea","03p6ee12c3c35p6"
"MGI:1099431","Sptlc1","C57BL","Middle aged adult","IMPC_HEM_019_001","0.7926924","Mean platelet volume","03ql548321m3d7e"
"MGI:1349438","Mprip","C57BL","Early adult","IMPC_CBC_006_001","0.06269032","Total protein","03qpf208il60375"
"MGI:1861440","Trim17","C57BL","Early adult","IMPC_EYE_027_001","0.1845094","Persistence of hyaloid vascular system","03r1r78xbg0izk9"
"MGI:1101781","Elf3","C57BL","Early adult","IMPC_OFD_050_001","0.1874391","Percentage center movement time","03s452v548w5gr8"
"MGI:1925927","Rnf20","C57BL","Early adult","HRWLLA_CBC_011_001","0.3928943","Iron","03si8kiwcx01ub0"
"MGI:1920723","Iws1","C57BL","E9.5","IMPC_EYE_092_002","0.4339243","Retina (combined)","03sm99d219l6hex"
"MGI:1915383","Gcsh","C57BL","Early adult","HRWLLA_OFD_009_001","0.7182562","Whole arena average speed","03v7jp509a7266d"
"MGI:2655333","Grhl3","C57BL","Early adult","IMPC_CBC_007_001","0.6745271","Albumin","03w2t5kipaw7ov1"
"MGI:1918252","Mex3b","C57BL","Early adult","HRWLLA_OFD_009_001","0.05483365","Whole arena average speed","03w9hv01qk60w2f"
"MGI:2141917","Prkd2","C57BL","Early adult","IMPC_ACS_033_001","4.481842e-06","% Pre-pulse inhibition - PPI1","03wqtywa07w32n9"
"MGI:1914281","Upf3a","C57BL","Early adult","MGP_PBI_016_001","0.1616877","Monocyte percentage","03ziv58876nr40x"
"MGI:1914591","Ascl4","C57BL","Early adult","GMC_905_001_006","0.643888","Mean corpuscular volume","03zt756a60s0260"
"MGI:2442708","Pheta1","C57BL","Early adult","IMPC_CBC_010_001","0.2924495","Phosphorus","04006mdj809q0i9"
"MGI:1277143","Gtf2h3","C57BL","E9.5","IMPC_OFD_016_001","0.3892538","Center permanence time","0402662hf2c58zp"
"Srbd1","Late adult","0.6633661","MGI:1925836","0402zup28o697s3","C57BL","CD11b-low cDC - % of cDC","MGP_IMM_067_001"
"MGI:1349438","Mprip","C57BL","E15.5","MGP_IMM_067_001","0.2002358","CD11b-low cDC - % of cDC","0403984a611ytki"
"MGI:1932115","Papolb","C57BL","Early adult","IMPC_GRS_010_001","0.1776038","Forelimb grip strength normalised against body weight","040f261o1iaw93t"
"MGI:894284","Rab12","C57BL","Early adult","IMPC_CSD_036_001","0.1539214","Startle response","040r1smst78645j"
"MGI:96958","Golga3","C57BL","Early adult","MGP_IMM_066_001","0.7059363","CD11b-high cDC - % of cDC","040s3a1d225t1zd"
"MGI:1918252","Mex3b","C57BL","Early adult","HRWLLA_HEM_031_001","0.7057671","Lymphocyte differential count","0411a7w372sube2"
"MGI:3648212","Klhdc7b","C57BL","Early adult","ESLIM_015_001_015","0.4441223","Alkaline phosphatase","041c2x7xg30376x"
"MGI:3040687","Spag6","C57BL","Early adult","IMPC_IPG_012_001","0.6044812","Area under glucose response curve","041j123hf6uc954"
"MGI:894284","Rab12","C57BL","Early adult","JAXLA_CSD_039_001","0.3197166","Limb grasp","041p7oq455q5bcs"
"MGI:1277143","Gtf2h3","C57BL","E9.5","JAX_OFD_020_001","0.688457","Distance travelled - total","041tpg256m9483r"
"MGI:1201374","Anxa8","C57BL","Early adult","HRWLLA_OFD_009_001","0.1259343","Whole arena average speed","041vx99y1d04sd9"
"MGI:88587","Cyp19a1","C57BL","Late adult","TCP_CHL_078_001","0.2963843","12.5 Mch Expiratory time","041xxj3o7898004"
"MGI:3037818","Cxcl3","C57BL","Early adult","IMPC_EYE_023_001","0.2000932","Optic Disc","042015wl97ow162"
"MGI:88587","Cyp19a1","C57BL","Middle aged adult","HRWL_OWT_001_001","0.4838129","Spleen weight","0420pcwl1y8wk4l"
"MGI:1927204","Gosr2","C57BL","Early adult","HRWLLA_HEM_008_001","0.09365307","Platelet count","0422ajk48m4bm29"
"MGI:1201374","Anxa8","C57BL","Early adult","GMC_905_001_006","0.8667218","Mean corpuscular volume","0425e9t908n41c7"
"MGI:1913591","Eid3","C57BL","Early adult","IMPC_EYE_016_001","0.6572366","Lens","04268303y5rlz21"
"MGI:1336186","Agpat3","C57BL","Early adult","IMPC_CBC_015_001","0.8287897","Total cholesterol","042b4at7447fk14"
"MGI:1918731","Alpk1","C57BL","Early adult","IMPC_HEM_001_001","0.5235322","White blood cell count","042tz72674x3h83"
"MGI:3648212","Klhdc7b","C57BL","Early adult","IMPC_HEM_029_001","0.5618394","Neutrophil differential count","042x760e11j7k8n"
"MGI:1917565","Hdac8","C57BL","Early adult","ESLIM_015_001_016","0.3371824","Alpha-amylase","043d60e961b3396"
"MGI:1099431","Sptlc1","C57BL","Early adult","IMPC_OFD_011_001","0.6299563","Periphery resting time","0440wwfljbv6gy6"
"MGI:102849","Klkb1","C57BL","Early adult","IMPC_HEM_038_001","0.5062453","Basophil differential count","0445i79ww30er0y"
"MGI:108420","Nfe2l2","C57BL","Early adult","JAXLA_CSD_077_001","0.6189485","Contact righting","0445n5n9wlh37jo"
"MGI:1914243","Smarcd3","C57BL","E12.5","IMPC_OFD_007_001","0.2954346","Whole arena resting time","044cdgl7d2y0dj3"
"MGI:1098801","Otud4","C57BL","Early adult","HRWLLA_CSD_036_001","0.6126365","Startle response","045nn3q4ie79f01"
"MGI:3652053","Gm13889","C57BL","Early adult","IMPC_ACS_006_001","0.5326156","Response amplitude - S","04631urp8zrvgh5"
"MGI:2685335","Mctp2","C57BL","Early adult","IMPC_GEL_032_001","0.9597615","Embryo Size","046wbf1vnpahp18"
"MGI:2655333","Grhl3","C57BL","Early adult","HRWLLA_CSD_030_001","0.9307515","Tremor","04748b1g58s1648"
"MGI:1914281","Upf3a","C57BL","Early adult","CCP_XRY_060_001","0.8334618","Transitional vertebrae","047gl70q2lufn6l"
"MGI:97525","Pde6b","C57BL","Early adult","IMPC_ACS_035_001","0.5781175","% Pre-pulse inhibition - PPI3","04828tqz63r2143"
"MGI:1349438","Mprip","C57BL","Early adult","IMPC_HEM_035_001","0.4692274","Eosinophil differential count","04847z90le4fx42"
"MGI:2141917","Prkd2","C57BL","Early adult","IMPC_CSD_080_001","0.9056385","Head bobbing","04859p668265by7"
"MGI:1925505","Ralgps2","C57BL","Early adult","IMPC_CBC_002_001","0.2484305","Potassium","0487z6o9237a1ft"
"MGI:2444308","Atg4d","C57BL","Early adult","ESLIM_013_001_003","0.5883269","Left retina","04909t0wv3o53v2"
"MGI:1920723","Iws1","C57BL","E12.5","IMPC_GEO_043_002","0.8843862","spina bifida","0493o7902isxe24"
"MGI:1925836","Srbd1","C57BL","Early adult","IMPC_ACS_035_001","0.1263375","% Pre-pulse inhibition - PPI3","0494qv9i266429g"
"MGI:1336186","Agpat3","129SV","Early adult","HRWLLA_HEM_032_001","0.4234568","Lymphocyte cell count","04971sp46jga29t"
"MGI:2181434","Phc3","C57BL","Early adult","IMPC_OFD_014_001","0.5037324","Center distance travelled","049f3ixwen338rs"
"MGI:2442782","Baz2b","C57BL","Early adult","IMPC_CSD_078_001","0.6008766","Vocalization","049hr6puv0qg7ns"
"MGI:2442910","Niban2","C57BL","Early adult","HRWLLA_OFD_014_001","0.06654652","Center distance travelled","049pf172d581jye"
"MGI:1098801","Otud4","C57BL","Early adult","HRWLLA_CSD_030_001","0.359742","Tremor","049ryf8469972rw"
"MGI:1098801","Otud4","C57BL","Early adult","IMPC_CSD_036_001","0.2313493","Startle response","04a917812sek794"
"MGI:1929260","Mtch2","C57BL","Early adult","GMC_920_001_013","0.7960273","sTV-active","04aer9043i926mu"
"MGI:96958","Golga3","C57BL","Early adult","IMPC_HEM_035_001","0.793769","Eosinophil differential count","04b45t085b13bm9"
"MGI:2685830","Nsl1","C57BL","Early adult","IMPC_OFD_016_001","0.1677509","Center permanence time","04cr820h1k271q2"
"MGI:1922808","Spata45","C57BL","Early adult","IMPC_CBC_007_001","0.3977368","Albumin","04dp5p5y66mv5n3"
"MGI:102849","Klkb1","C57BL","Early adult","HRWLLA_HEM_007_001","0.9293492","Mean cell hemoglobin concentration","04fh3600g95fuqi"
"MGI:2384959","Cybc1","C57BL","Early adult","MGP_PBI_036_001","0.7119199","Monocyte number","04fob32j6261axv"
"MGI:1932115","Papolb","C57BL","Early adult","IMPC_HEM_037_001","0.7805062","Basophil cell count","04g608bqx0s7t8v"
"MGI:1099431","Sptlc1","C57BL","E9.5","IMPC_CBC_002_001","0.36875","Potassium","04g79j1l2bb115i"
"MGI:1922248","Rab11fip2","C57BL","Early adult","JAXLA_CSD_013_001","0.6004491","Coat - hair distribution - abdomen","04gg8t5dnr6h70q"
"MGI:2146785","Gpsm3","C57BL","Early adult","IMPC_GEL_032_001","0.6824448","Embryo Size","04gi22mp0e1qbfy"
"MGI:1336186","Agpat3","129SV","Early adult","IMPC_GEP_004_002","0.9299836","Spontaneous movement","04h5xrta3t0d4l2"
"MGI:96441","Igfbp6","C57BL","Early adult","IMPC_OFD_011_001","0.5981675","Periphery resting time","04i32mh63ah385k"
"MGI:2384959","Cybc1","C57BL","Early adult","IMPC_XRY_055_001","0.1292492","Shape of spine","04j30003k4nior7"
"MGI:1344333","Mid2","C57BL","Early adult","IMPC_GRS_010_001","0.6047543","Forelimb grip strength normalised against body weight","04j9m632d31p6yc"
"MGI:1349438","Mprip","C57BL","E15.5","IMPC_OFD_012_001","0.7830266","Periphery permanence time","04jvl2ig062gbk6"
"MGI:1344333","Mid2","C57BL",NA,"ESLIM_008_001_001","0.5963662","Body position","04l6k2ix964w19n"
"MGI:99878","Ppm1a","C57BL","Early adult","TCP_CHL_058_001","0.9388776","12.5 Mch Tidal volume","04lg19moz786371"
"MGI:1914815","Gramd2b","C57BL","Middle aged adult","IMPC_CBC_004_001","0.9573484","Urea (Blood Urea Nitrogen - BUN)","04m21x5qmc34yzz"
"MGI:88587","Cyp19a1","C57BL","Middle aged adult","GMC_921_001_002","0.5789337","Body weight","04mkm3xwiwu7xjh"
"MGI:2444233","Ythdf2","C57BL","Early adult","IMPC_CBC_002_001","0.5068228","Potassium","04n9zq1138l797x"
"MGI:2146468","Urb1","C57BL","Early adult","HRWLLA_CSD_033_001","0.1585461","Gait","04nn0r3vaw8cft0"
"MGI:1913591","Eid3","C57BL","Early adult","IMPC_CBC_012_001","0.8304655","Aspartate aminotransferase","04o9wxgs45xkv77"
"MGI:3644593","Klhl33","C57BL","Early adult","HRWLLA_HEM_035_001","0.6297211","Eosinophil differential count","04p4nu0djw5fhj1"
"MGI:2685047","Hmcn1","C57BL","Early adult","HRWLLA_OFD_013_001","0.3063406","Periphery average speed","04pci48754964kt"
"MGI:1101781","Elf3","C57BL","Early adult","IMPC_CBC_023_001","0.2591029","Alpha-amylase","04q71awp4nbx1zq"
"MGI:1101781","Elf3","C57BL","Early adult","IMPC_CBC_006_001","0.6547714","Total protein","04qq5qwex2q82r4"
"MGI:1917036","Tprkb","C57BL","Early adult","IMPC_XRY_012_001","0.2717081","Pelvis","04r5eo7745o7w1j"
"MGI:1098801","Otud4","C57BL","Early adult","IMPC_HEM_019_001","0.1807138","Mean platelet volume","04rs7wu290qh7e3"
"MGI:96958","Golga3","C57BL","Early adult","IMPC_CSD_028_001","0.6562822","Snout size","04sn0x34u75rfs7"
"MGI:1925927","Rnf20","C57BL","Early adult","IMPC_CBC_004_001","0.0609363","Urea (Blood Urea Nitrogen - BUN)","04t7c305csx24az"
"MGI:1914243","Smarcd3","C57BL","E15.5","CCP_XRY_065_001","0.4504611","Lumbar processes","04u03io99a2w88t"
"MGI:1918319","Stox2","C57BL","Early adult","IMPC_DXA_010_001","0.7310774","Bone Area","04u06qdy016yt72"
"MGI:2684762","Lzts1","C57BL","Early adult","IMPC_GRS_009_001","0.750671","Forelimb and hindlimb grip strength measurement mean","04u880101t67ymy"
"MGI:107162","Ppp3cc","C57BL","Early adult","HRWLLA_CBC_014_001","0.2284839","Alkaline phosphatase","04vrvb43ya2463i"
"MGI:1914815","Gramd2b","C57BL","Early adult","HRWLLA_HEM_007_001","0.711619","Mean cell hemoglobin concentration","04wznhcj2p12530"
"MGI:97525","Pde6b","C57BL","Early adult","JAX_OFD_013_001","0.3478647","Periphery average speed","04ybjao6a5g2902"
"MGI:1932115","Papolb","C57BL","Early adult","IMPC_GRS_008_001","0.7341102","Forelimb grip strength measurement mean","04yc122g6t5lf8b"
"MGI:1914243","Smarcd3","C57BL","Early adult","ESLIM_008_001_001","0.5691287","Body position","04z7u465h49a290"
"MGI:1341868","Rfc2","C57BL","E9.5","HRWLLA_CBC_004_001","0.4575694","Urea (Blood Urea Nitrogen - BUN)","04z9y48rq2oki5h"
"MGI:88587","Cyp19a1","C57BL","Late adult","IMPC_GEL_032_001","0.8545009","Embryo Size","04zo6h49q5z42c4"
"MGI:2685830","Nsl1","C57BL","Early adult","IMPC_GEO_043_002","0.232698","spina bifida","050470k945qi4j5"
